-4.500000000435878178e+01,6.450056535351458820e+01
-4.422182119934714706e+01,7.240174369845368574e+01
-4.191714796583188729e+01,7.999928690516347274e+01
-3.817454801658790586e+01,8.700122428784713691e+01
-3.313784803928434997e+01,9.313847406520947914e+01
-2.700060649176943883e+01,9.817518407061584185e+01
-1.999867522440794687e+01,1.019177954608418304e+02
-1.240113578348555379e+01,1.042224811085457645e+02
-4.499958710081316759e+00,1.050006728238801657e+02
-4.499958710081316759e+00,1.050006728238801657e+02
1.455000412889067718e+02,1.050001218431146555e+02
1.455000412889067718e+02,1.050001218431146555e+02
1.534012206654828105e+02,1.057782901734091467e+02
1.609987669275274982e+02,1.080829533347398126e+02
1.680007092718286401e+02,1.118255440014019371e+02
1.741379657264180025e+02,1.168622358424524634e+02
1.791746838680576275e+02,1.229994707127162741e+02
1.829173045408508074e+02,1.300013970184327832e+02
1.852220002607302831e+02,1.375989334039904861e+02
1.860002024507787723e+02,1.455001094457267641e+02
1.860002024507787723e+02,1.455001094457267641e+02
1.860002024507787723e+02,2.955001094457267641e+02
1.860002024507787723e+02,2.955001094457267641e+02
1.867783836743444112e+02,3.034012875524646233e+02
1.890830592334708058e+02,3.109988300537126520e+02
1.928256613260106178e+02,3.180007662907844974e+02
1.978623631819286857e+02,3.241380145264105863e+02
2.039996062711823868e+02,3.291747226532044692e+02
2.110015386841585041e+02,3.329173319001361051e+02
2.185990788305457784e+02,3.352220152222299134e+02
2.265002561421544556e+02,3.360002045190105946e+02
2.265002561421544556e+02,3.360002045190105946e+02
3.765002561411425290e+02,3.359996535382450702e+02
3.765002561411425290e+02,3.359996535382450702e+02
3.844014352795205127e+02,3.352214827893962479e+02
3.919989808361065116e+02,3.329168173024535236e+02
3.990009220347986911e+02,3.291742244924940906e+02
4.051381769476543013e+02,3.241375307728269490e+02
4.101748932106834786e+02,3.180002943608218970e+02
4.139175117401838406e+02,3.109983669094879133e+02
4.162222051344541001e+02,3.034008298184622276e+02
4.170004049059492104e+02,2.954996535385183165e+02
4.170004049059492104e+02,2.954996535385183165e+02
4.170004049059492104e+02,1.454996535385183165e+02
4.170004049059492104e+02,1.454996535385183165e+02
4.177786046774443207e+02,1.375984772585743485e+02
4.200832980717145801e+02,1.300009401675486913e+02
4.238259166012149421e+02,1.229990127162147076e+02
4.288626328642441194e+02,1.168617763042096271e+02
4.349998877770996728e+02,1.118250825845425140e+02
4.420018289757919092e+02,1.080824897745830526e+02
4.495993745323778512e+02,1.057778242876403567e+02
4.575005536707558917e+02,1.049996535387915344e+02
4.575005536707558917e+02,1.049996535387915344e+02
6.075005536697439084e+02,1.049991025580260242e+02
6.075005536697439084e+02,1.049991025580260242e+02
7.475005536687993981e+02,1.049985883093115575e+02
7.475005536687993981e+02,1.049985883093115575e+02
7.554017328071773818e+02,1.042204175604627352e+02
7.629992783637633238e+02,1.019157520735200393e+02
7.700012195624556171e+02,9.817315926356056366e+01
7.761384744753111136e+02,9.313646554389346477e+01
7.811751907383403477e+02,8.699922913188837015e+01
7.849178092678406529e+02,7.999730168055440060e+01
7.872225026621109691e+02,7.239976458952872918e+01
7.880007024336060795e+02,6.449858830958478961e+01
7.880007024336060795e+02,6.449858830958478961e+01
7.880001955313018698e+02,-4.501411688553261570e+00
7.880001955313018698e+02,-4.501411688553261570e+00
7.872219957598067595e+02,-1.240258796849720113e+01
7.849173023655365569e+02,-2.000012505952287256e+01
7.811746838360361380e+02,-2.700205251085685632e+01
7.761379675730069039e+02,-3.313928892286193673e+01
7.700007126601514074e+02,-3.817598264252904983e+01
7.629987714614591141e+02,-4.191857545248851125e+01
7.554012259048731721e+02,-4.422324093943122136e+01
7.475000467664951884e+02,-4.500141168828004368e+01
7.475000467664951884e+02,-4.500141168828004368e+01
6.450004677036696421e+01,-4.500371142077520403e+01
